Asia/Kuala_Lumpur,Open,High,Low,Close,Volume
03.07.2024 00:00:00 UTC+08:00,161.489,161.949,160.768,161.586,242083.86
04.07.2024 00:00:00 UTC+08:00,161.585,161.601,160.946,161.36,167694.1
05.07.2024 00:00:00 UTC+08:00,161.361,161.394,160.33,160.719,259689.05
07.07.2024 00:00:00 UTC+08:00,160.721,160.819,160.575,160.638,14728.69
08.07.2024 00:00:00 UTC+08:00,160.637,161.117,160.26,160.859,315014.46
09.07.2024 00:00:00 UTC+08:00,160.859,161.515,160.739,161.33,255230.1
10.07.2024 00:00:00 UTC+08:00,161.329,161.804,161.301,161.592,218180.9
11.07.2024 00:00:00 UTC+08:00,161.594,161.758,157.409,158.273,320843.74
12.07.2024 00:00:00 UTC+08:00,158.275,159.384,157.359,157.7,316014.71
14.07.2024 00:00:00 UTC+08:00,158.068,158.419,157.979,158.287,15369.37
15.07.2024 00:00:00 UTC+08:00,158.286,158.365,157.163,158.15,325486.21
16.07.2024 00:00:00 UTC+08:00,158.15,158.854,158.104,158.36,295081.02
17.07.2024 00:00:00 UTC+08:00,158.361,158.624,155.37,155.675,497008.89
18.07.2024 00:00:00 UTC+08:00,155.675,157.397,155.457,157.176,452300.54
19.07.2024 00:00:00 UTC+08:00,157.176,157.862,156.952,157.475,335941.45
21.07.2024 00:00:00 UTC+08:00,157.329,157.499,157.155,157.424,13918.27
22.07.2024 00:00:00 UTC+08:00,157.423,157.61,156.284,156.903,421966.36
23.07.2024 00:00:00 UTC+08:00,156.901,156.927,155.528,155.76,433665.28
24.07.2024 00:00:00 UTC+08:00,155.761,155.99,153.105,153.916,570617.57
25.07.2024 00:00:00 UTC+08:00,153.914,154.318,151.941,153.7,533192.28
26.07.2024 00:00:00 UTC+08:00,153.699,154.737,153.096,153.718,503839.75
28.07.2024 00:00:00 UTC+08:00,153.652,154.212,153.475,154.143,35430.63
29.07.2024 00:00:00 UTC+08:00,154.149,154.351,153.014,153.835,580523.38
30.07.2024 00:00:00 UTC+08:00,153.833,155.213,152.417,152.658,511311.47
31.07.2024 00:00:00 UTC+08:00,152.658,153.894,149.606,149.786,791197.2
01.08.2024 00:00:00 UTC+08:00,149.786,150.89,148.508,149.208,806343.64
02.08.2024 00:00:00 UTC+08:00,149.205,149.772,146.417,146.498,759774.38
04.08.2024 00:00:00 UTC+08:00,146.441,146.563,145.279,145.589,60735.14
05.08.2024 00:00:00 UTC+08:00,145.589,145.94,141.676,145.794,837875.08
06.08.2024 00:00:00 UTC+08:00,145.8,146.365,144.045,144.738,575176.44
07.08.2024 00:00:00 UTC+08:00,144.743,147.897,144.543,146.283,562120.24
08.08.2024 00:00:00 UTC+08:00,146.297,147.813,145.426,147.694,794134.54
09.08.2024 00:00:00 UTC+08:00,147.694,147.768,146.267,146.634,673383.26
11.08.2024 00:00:00 UTC+08:00,146.484,147.128,146.468,147.072,23603.85
12.08.2024 00:00:00 UTC+08:00,147.071,148.222,146.698,147.022,577619.88
13.08.2024 00:00:00 UTC+08:00,147.023,147.945,146.596,146.943,607618.74
14.08.2024 00:00:00 UTC+08:00,146.944,147.578,146.068,147.272,395578.24
15.08.2024 00:00:00 UTC+08:00,147.273,149.396,147.053,149.227,337212.55
16.08.2024 00:00:00 UTC+08:00,149.227,149.268,147.569,147.587,458675.44
18.08.2024 00:00:00 UTC+08:00,147.555,148.051,147.484,147.963,19865.51
19.08.2024 00:00:00 UTC+08:00,147.962,148,145.182,146.709,557987.82
20.08.2024 00:00:00 UTC+08:00,146.711,147.345,144.943,145.322,587790.17
21.08.2024 00:00:00 UTC+08:00,145.322,146.889,144.45,145.123,542195.89
22.08.2024 00:00:00 UTC+08:00,145.122,146.525,144.939,146.208,413030.59
23.08.2024 00:00:00 UTC+08:00,146.208,146.481,144.047,144.352,328431.24
25.08.2024 00:00:00 UTC+08:00,144.227,144.34,143.558,143.919,25791.97
26.08.2024 00:00:00 UTC+08:00,143.92,144.652,143.444,144.504,388119.56
27.08.2024 00:00:00 UTC+08:00,144.504,145.175,143.679,143.965,454645.26
28.08.2024 00:00:00 UTC+08:00,143.964,145.036,143.908,144.435,491371.07
29.08.2024 00:00:00 UTC+08:00,144.435,145.553,144.269,144.891,568641.88
30.08.2024 00:00:00 UTC+08:00,144.89,146.246,144.653,146.113,454882.24
01.09.2024 00:00:00 UTC+08:00,145.971,146.597,145.931,146.4,16222.93
02.09.2024 00:00:00 UTC+08:00,146.401,147.172,145.773,146.748,310092.2
03.09.2024 00:00:00 UTC+08:00,146.751,147.207,145.089,145.363,601240.59
04.09.2024 00:00:00 UTC+08:00,145.365,145.552,143.183,143.335,585067.66
05.09.2024 00:00:00 UTC+08:00,143.334,144.228,142.847,143.385,600861.44
06.09.2024 00:00:00 UTC+08:00,143.386,144.041,141.762,142.251,672320.8
08.09.2024 00:00:00 UTC+08:00,142.172,142.525,141.948,142.487,30963.89
09.09.2024 00:00:00 UTC+08:00,142.487,143.795,142.414,143.181,560044.65
10.09.2024 00:00:00 UTC+08:00,143.18,143.708,142.192,142.229,463192.49
11.09.2024 00:00:00 UTC+08:00,142.231,142.674,140.707,142.635,686009.95
12.09.2024 00:00:00 UTC+08:00,142.637,143.044,141.426,141.509,663972.39
13.09.2024 00:00:00 UTC+08:00,141.509,141.557,140.281,140.78,571298.85
15.09.2024 00:00:00 UTC+08:00,140.704,140.898,140.451,140.844,18885.65
16.09.2024 00:00:00 UTC+08:00,140.845,141.24,139.576,140.796,569013.98
17.09.2024 00:00:00 UTC+08:00,140.795,142.464,140.32,142.006,578176.63
18.09.2024 00:00:00 UTC+08:00,142.008,142.751,140.435,142.699,588854.63
19.09.2024 00:00:00 UTC+08:00,142.698,143.944,142.039,142.862,673713.48
20.09.2024 00:00:00 UTC+08:00,142.86,144.495,141.736,143.808,667647.75
22.09.2024 00:00:00 UTC+08:00,143.754,144.089,143.669,144.079,20563.92
23.09.2024 00:00:00 UTC+08:00,144.086,144.459,143.162,143.633,571614.61
24.09.2024 00:00:00 UTC+08:00,143.632,144.679,142.887,142.946,493324.54
25.09.2024 00:00:00 UTC+08:00,142.945,144.841,142.906,144.714,472756.87
26.09.2024 00:00:00 UTC+08:00,144.714,145.212,144.109,145.082,530040.95
27.09.2024 00:00:00 UTC+08:00,145.081,146.491,142.066,142.15,512470.69
29.09.2024 00:00:00 UTC+08:00,142.129,142.952,142.094,142.786,24545.57
30.09.2024 00:00:00 UTC+08:00,142.786,143.915,141.642,143.714,579306.22
01.10.2024 00:00:00 UTC+08:00,143.714,144.529,142.969,143.723,596796.66
02.10.2024 00:00:00 UTC+08:00,143.724,146.91,143.53,146.575,571684.8
03.10.2024 00:00:00 UTC+08:00,146.577,147.239,146.301,146.842,548301.17
04.10.2024 00:00:00 UTC+08:00,146.841,149.004,145.918,148.631,477679.17
06.10.2024 00:00:00 UTC+08:00,148.653,149.125,148.653,148.794,17900.68
07.10.2024 00:00:00 UTC+08:00,148.792,148.792,147.57,148.127,576577.66
08.10.2024 00:00:00 UTC+08:00,148.129,148.382,147.343,148.141,488901.37
09.10.2024 00:00:00 UTC+08:00,148.141,149.365,148.01,149.16,363985.74
10.10.2024 00:00:00 UTC+08:00,149.152,149.565,148.226,148.707,453526.95
11.10.2024 00:00:00 UTC+08:00,148.712,149.282,148.401,149.091,301775.73
13.10.2024 00:00:00 UTC+08:00,149.029,149.391,148.987,149.305,9931.39
14.10.2024 00:00:00 UTC+08:00,149.306,149.981,149.14,149.715,209919.88
15.10.2024 00:00:00 UTC+08:00,149.722,149.758,148.848,149.088,369599.16
16.10.2024 00:00:00 UTC+08:00,149.089,149.805,148.861,149.562,348912.5
17.10.2024 00:00:00 UTC+08:00,149.563,150.321,149.24,150.101,354122.01
18.10.2024 00:00:00 UTC+08:00,150.103,150.155,149.363,149.503,316368.25
20.10.2024 00:00:00 UTC+08:00,149.439,149.641,149.412,149.602,7582.39
